game_id,player_index,deck_id,won,combat_damage_leader,combat_damage_unit,effect_damage_leader,effect_damage_unit,total_leader_damage,total_unit_damage,total_damage,leader_healing,unit_healing,total_healing,lifesteal_healing,effect_healing,max_health_sync_healing,transform_max_health_sync_healing,overheal,blocked_combat_damage
815a45af48c14e68a8193576e7c09dcf,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815a45af48c14e68a8193576e7c09dcf,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051ff85ea2474abd997185db27942703,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051ff85ea2474abd997185db27942703,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5399a5cbd164754bb6c5571fcc637f6,0,D001,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5399a5cbd164754bb6c5571fcc637f6,1,D002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ce14f59e7c74cff90e0b1b21af69981,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ce14f59e7c74cff90e0b1b21af69981,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3a7cbfc102046ffbf7779a38442be2b,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3a7cbfc102046ffbf7779a38442be2b,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3909946190a46778ceadfad236187bb,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3909946190a46778ceadfad236187bb,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867761fccbfc4f49b24f820c7a0d1011,0,D001,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867761fccbfc4f49b24f820c7a0d1011,1,D002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17d3815c4eba44aebd08e32402dd61ab,0,D001,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17d3815c4eba44aebd08e32402dd61ab,1,D002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7cc8b69b867240d6829ac239f1514eb9,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7cc8b69b867240d6829ac239f1514eb9,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
